year,track_id,track_name,artist_name,album_name,plays,total_minutes,skip_rate,shuffle_rate,has_features,genre,popularity,acousticness,danceability,duration_ms,energy,instrumentalness,key,liveness,loudness,mode,speechiness,tempo,time_signature,valence
2017,7w87IxuO7BDcJ3YUqCyMTT,Pumped Up Kicks,Foster The People,Torches,56,126.11,0.3393,0.0536,True,Children’s Music,83,0.145,0.733,239600,0.71,0.115,F,0.0956,-5.849,Minor,0.0292,127.975,4/4,0.965
2017,4fPBB44eDH71YohayI4eKV,You Only Live Once,The Strokes,First Impressions Of Earth,55,110.19,0.3091,0.3091,True,Children’s Music,66,0.0238,0.63,189227,0.908,0.592,B,0.116,-2.42,Major,0.0326,120.522,4/4,0.968
2017,67LKZcv1J2Yj4pk5UIuFQW,Warned You,Good Morning,Shawcross,55,56.68,0.4545,0.1636,True,Pop,62,0.662,0.507,133129,0.428,0.149,F#,0.101,-4.677,Major,0.0263,138.163,4/4,0.406
2017,7nzsY8vlnKdvGOEE0rjAXZ,Arabella,Arctic Monkeys,AM,55,109.59,0.3091,0.4364,True,Rock,74,0.0202,0.579,207357,0.558,1.26e-06,D,0.212,-6.986,Major,0.0895,179.949,4/4,0.506
2017,1PmaWG47wJRCIOM9v8Bauo,Hypocrite,Cage The Elephant,Melophobia,54,152.92,0.2037,0.2407,True,Indie,51,0.143,0.629,248987,0.938,0.0149,A,0.115,-3.293,Major,0.0323,104.998,4/4,0.628
2017,2ZQ3CJY6iddn38oOoPGKfb,Night Ride,The Growlers,City Club,53,120.8,0.3208,0.0755,True,Rock,61,0.0136,0.613,251375,0.724,0.0,A,0.12,-4.798,Minor,0.0305,110.076,4/4,0.626
2017,2vupkXhwL4sNCRgNu72HCZ,Heart It Races - Cover Version,Dr. Dog,Heart It Races,53,100.46,0.4151,0.0377,True,Folk,64,0.443,0.705,233128,0.474,0.0553,A#,0.338,-13.081,Major,0.0391,98.612,4/4,0.756
2017,6xqCTPxYnRf8X0p6N5Vw2T,Ooh La,The Kooks,Inside In / Inside Out,53,96.27,0.3774,0.1887,True,Rock,47,0.0165,0.543,208973,0.873,9.45e-05,A#,0.15,-5.159,Minor,0.0803,150.891,4/4,0.786
2017,7q0aQpiLv5tIsupcgQ3Ny4,Budapest,George Ezra,Wanted on Voyage,53,102.86,0.2642,0.434,True,Pop,70,0.0846,0.717,200733,0.455,0.0,F,0.11,-8.303,Major,0.0276,127.81,4/4,0.389
2017,0LtOwyZoSNZKJWHqjzADpW,Feels Like We Only Go Backwards,Tame Impala,Lonerism,52,78.96,0.3654,0.3846,True,Rock,73,0.0453,0.31,192960,0.907,0.369,D,0.247,-2.279,Minor,0.0591,149.931,4/4,0.516
2017,0tkBOcK7oRVXQJY97zzSvr,Telescope,Cage The Elephant,Melophobia,52,94.92,0.4231,0.3269,True,Rock,59,0.273,0.588,228293,0.481,1.33e-05,C,0.0986,-4.801,Major,0.0285,93.568,4/4,0.176
2017,269xqcgGTN9PlivhUkOLhX,In My Feelings,Lana Del Rey,Lust For Life,52,152.56,0.1346,0.0192,True,Pop,65,0.0553,0.54,238719,0.674,0.0608,D,0.112,-6.351,Major,0.0802,89.933,4/4,0.309
2017,6XX1r0P3P5zt992tCcHrms,Dull Boy,The Growlers,Chinese Fountain,52,109.67,0.2885,0.1538,True,Indie,46,0.00108,0.62,203227,0.678,0.00757,C#,0.0716,-8.37,Major,0.0252,104.932,4/4,0.796
2017,2UE4m8egf0aREmOi47sDOk,Next Girl,The Black Keys,Brothers,51,109.65,0.2549,0.1373,True,Rock,53,0.022,0.383,198213,0.748,0.00014,C#,0.114,-6.343,Minor,0.0343,171.568,4/4,0.255
2017,2y42MmBCfEhqIkFAJs0V8Z,Black Mud,The Black Keys,Brothers,51,57.98,0.4314,0.0784,True,Rock,52,0.253,0.515,129440,0.502,0.883,B,0.345,-8.898,Minor,0.058,143.937,4/4,0.374
2017,4HRa9ZWcmZ8JD7UySPu0wT,Don't Stop (Color on the Walls),Foster The People,Torches,51,60.65,0.5098,0.1765,True,Indie,64,0.00183,0.611,174920,0.948,0.0995,C#,0.0969,-3.751,Minor,0.0753,133.004,4/4,0.79
2017,2imZHlyJK5Cai1hfOAUK4h,Old Friend,The Walters,Songs for Dads,50,79.47,0.32,0.2,True,Indie,49,0.61,0.695,177387,0.557,0.00885,B,0.25,-9.299,Minor,0.0284,126.49,4/4,0.756
2017,59xYAblNy1Xr4U1IsJ3gZb,Simple As This,Jake Bugg,Jake Bugg,50,168.29,0.06,0.04,True,Indie,59,0.623,0.612,199453,0.578,0.0,G#,0.0983,-8.092,Major,0.025,96.985,4/4,0.696
2017,78ECvz2vs1obDkLdbMEdJK,Driving to Hawaii,Summer Salt,Driving to Hawaii,50,92.07,0.3,0.34,True,Rock,60,0.719,0.346,188184,0.637,2.03e-05,G,0.263,-4.919,Major,0.0403,186.836,3/4,0.297
2017,7floNISpH8VF4z4459Qo18,Look At Me!,XXXTENTACION,Look At Me!,50,38.35,0.52,0.32,True,Rap,83,0.259,0.763,126346,0.726,0.0,C#,0.0976,-6.405,Major,0.282,139.059,4/4,0.349
2017,2MVwrvjmcdt4MsYYLCYMt8,Tighten Up,The Black Keys,Brothers,49,106.23,0.3265,0.0612,True,Rock,64,0.00121,0.504,211080,0.705,4.12e-06,F#,0.453,-6.179,Minor,0.0665,108.965,4/4,0.567
2017,4sebUbjqbcgDSwG6PbSGI0,Come a Little Closer,Cage The Elephant,Melophobia,49,40.58,0.6939,0.2041,True,Children’s Music,67,0.0265,0.44,229347,0.777,1.01e-06,C#,0.151,-1.786,Minor,0.0327,148.027,4/4,0.306
2017,718purgMpFb2Axhuz0Hbq1,Chances,The Strokes,Comedown Machine,49,106.24,0.2653,0.2449,True,Children’s Music,55,0.365,0.561,216787,0.569,0.611,F#,0.109,-9.682,Major,0.0289,103.705,4/4,0.53
2017,0dhjrarbKUbYt8SB8YTjoZ,Magnificent Sadness,The Growlers,Chinese Fountain,48,94.1,0.3958,0.2083,True,Indie,43,0.00752,0.573,214093,0.713,8.77e-06,B,0.195,-7.876,Minor,0.0283,120.043,4/4,0.462
2017,21sa0bWFqOFEYPtahlt4Lt,Crying Lightning,Arctic Monkeys,Humbug,48,114.82,0.2708,0.2917,True,Rock,54,0.0148,0.498,224827,0.885,0.00041,E,0.239,-4.423,Minor,0.0461,106.719,4/4,0.67
2017,3FRRgKEg2CK20D0ElLBioS,Good Advice,The Growlers,Chinese Fountain,48,91.51,0.3333,0.1667,True,Indie,44,1.3e-05,0.451,204907,0.822,0.00488,A#,0.272,-5.023,Major,0.0291,137.062,4/4,0.627
2017,4qkwbl6SxwLE09pxLAFINt,Sweet to Me,Summer Salt,Driving to Hawaii,48,69.94,0.4792,0.3125,True,Rock,61,0.677,0.563,204307,0.51,3.8e-06,A,0.305,-6.751,Major,0.0283,97.467,4/4,0.501
2017,6Yu1OL8I0D4vjOzYdsXYGK,12:51,The Strokes,Room On Fire,48,74.32,0.375,0.1667,True,Indie,58,0.312,0.452,153133,0.889,0.8,E,0.558,-3.838,Major,0.0379,145.056,4/4,0.591
2017,7wYU1avLwl1Gtkib8OTrZp,Dionysus,The Buttertones,Buttertones,48,86.33,0.3958,0.1458,True,Indie,49,0.00269,0.331,209040,0.61,0.0548,A,0.14,-8.138,Major,0.0293,132.746,4/4,0.55
2017,0NdTUS4UiNYCNn5FgVqKQY,Snap Out Of It,Arctic Monkeys,AM,47,86.21,0.2766,0.4043,True,Rock,73,0.249,0.728,193030,0.638,0.0,F,0.116,-6.455,Minor,0.0336,130.014,4/4,0.872
2017,290xSzR8Ee9fm82poMg4od,Used to Be in Love,The Jungle Giants,Quiet Ferocity,47,110.28,0.2979,0.0,True,Indie,63,0.0022,0.83,222787,0.631,0.0359,B,0.0539,-5.238,Minor,0.0313,128.013,4/4,0.877
2018,0FgNSsaSZTvbLXUumSO8LQ,Star Treatment,Arctic Monkeys,Tranquility Base Hotel & Casino,197,852.41,0.1878,0.066,True,Rock,63,0.243,0.581,354640,0.767,0.00131,G,0.141,-5.026,Minor,0.0527,120.07,4/4,0.673
2018,31u6rUeIEXGrYVoh10U7eu,Leave It In My Dreams,The Voidz,Virtue,190,619.54,0.1947,0.0053,True,Alternative,53,0.0226,0.6,239442,0.746,0.0119,E,0.109,-4.696,Minor,0.0355,118.551,4/4,0.614
2018,1JdArJ9NKCF9TQASGQgszg,The World's First Ever Monster Truck Front Flip,Arctic Monkeys,Tranquility Base Hotel & Casino,145,367.23,0.1517,0.0897,True,Indie,55,0.346,0.602,180013,0.601,0.349,A#,0.0735,-5.742,Major,0.0303,145.075,4/4,0.553
2018,6113aOfHIC0vbZVDZ6PpRV,Days,The Drums,Portamento,135,507.27,0.1852,0.037,True,Indie,53,0.369,0.586,269082,0.721,0.16,D,0.141,-7.743,Major,0.0289,84.987,4/4,0.657
2018,4ePP9So5xRzspjLFVVbj90,Two Princes,Spin Doctors,Pocket Full Of Kryptonite,126,375.52,0.246,0.2698,True,Pop,73,0.00162,0.543,256733,0.912,2.1e-06,G,0.0565,-10.71,Major,0.0601,103.731,4/4,0.836
2018,6VFaZ3zgXaRbc79GRqhbBz,Wink,The Voidz,Virtue,116,294.5,0.2931,0.0,True,Alternative,39,0.171,0.56,240133,0.79,0.0,G,0.291,-4.817,Major,0.0385,110.021,4/4,0.552
2018,7seSDB6TiLZarbicyDIjiQ,Batphone,Arctic Monkeys,Tranquility Base Hotel & Casino,111,470.92,0.1622,0.0901,True,Rock,56,0.312,0.675,271613,0.681,0.0,F,0.304,-5.728,Minor,0.0356,106.521,4/4,0.675
2018,2AKwcNHeGAqCpD6etK425X,One Point Perspective,Arctic Monkeys,Tranquility Base Hotel & Casino,109,236.14,0.3211,0.0275,True,Indie,62,0.057,0.714,208640,0.585,0.00444,G#,0.144,-4.57,Major,0.0419,77.104,4/4,0.842
2018,1o22EcqsCANhwYdaNOSdwS,Tessellate,alt-J,An Awesome Wave,106,258.87,0.1887,0.0094,True,Rock,60,0.364,0.702,181400,0.607,0.0263,D,0.123,-6.509,Major,0.0405,116.961,4/4,0.436
2018,6pMRk6Tr05wmZSSINOqzE3,QYURRYUS,The Voidz,Virtue,104,130.79,0.5096,0.0,True,Alternative,42,0.159,0.637,172774,0.869,0.573,C#,0.0832,-3.835,Major,0.108,103.892,4/4,0.604
2018,1sxUaLi0G2vB7dl4ogtCxH,Never Let You Go - 2008 Remaster,Third Eye Blind,Blue,95,235.55,0.2,0.0421,True,Rock,64,0.0814,0.728,237240,0.94,0.000162,E,0.109,-5.034,Major,0.0368,113.76,4/4,0.967
2018,5uplevkaUGRLExATEbSQiR,Someday,The Growlers,Hung At Heart,93,164.35,0.4409,0.086,True,Indie,48,0.953,0.402,215780,0.772,0.86,A#,0.172,-4.578,Major,0.0394,156.116,4/4,0.748
